Dealer ID,Dealer Name,Dealer Number,Dealer Comment,Dealer Address,Dealer City,Dealer State,dealer Iframe Map,Zip Code,Detail URL,Image From URL,Local Image URL,Title,Year,Make,Model,Vin,Price,Miles,Type,Model No,Trim,Stock,Engine Details,Transmission,Body Description,Fuel,Drive Info,MPG City,MPG Highway,Exterior Color,Star,Created Date,Batch No,Dealer Link,Monthly Pay,In Market,MPG,Interior Color,Drivetrain,Status,Dealer Inventory Count
CG-241000,Statewide Auto Sales,8322201859,Sport Package · Driver Confidence Package · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=395265603/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/05/02/16/2019_chevrolet_cruze-pic-11205365427285306-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_Chevrolet_Cruze_LT_Sedan_FWD_1G1BE5SM2K7141372_MB-170.jpg,2019 Chevrolet Cruze LT Sedan FWD,2019,Chevrolet,Cruze,1G1BE5SM2K7141372,9999,98739 mi,Used,,LT Sedan FWD,MB-170,153 hp 1.4L I4,6-Speed Automatic,Sedan,Gasoline,,,,Black,,2024-11-14 18:08:07,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=395265603/NONE/DEFAULT,0,,33 MPG,Black,Front-Wheel Drive,Great Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398437835/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/12/01/21/2017_ford_focus-pic-7061002977396178421-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_Ford_Focus_SE_1FADP3FEXHL307659_MB-217.jpg,2017 Ford Focus SE,2017,Ford,Focus,1FADP3FEXHL307659,6999,110700 mi,Used,,SE,MB-217,123 hp 1L I3,6-Speed Automatic,Sedan,Gasoline,,,,Silver,,2024-11-14 18:08:18,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398437835/NONE/DEFAULT,0,,32 MPG,Black,Front-Wheel Drive,Good Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=397266970/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/23/02/26/2011_hyundai_santa_fe-pic-3785233098013300451-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2011_Hyundai_Santa_Fe_2.4L_GLS_AWD_5XYZGDAB8BG028846_MB-218.jpg,2011 Hyundai Santa Fe 2.4L GLS AWD,2011,Hyundai,Santa Fe,5XYZGDAB8BG028846,5199,164020 mi,Used,,2.4L GLS AWD,MB-218,175 hp 2.4L I4,6-Speed Automatic Overdrive,SUV / Crossover,Gasoline,,,,Black,,2024-11-14 18:08:27,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=397266970/NONE/DEFAULT,0,,N/A,Brown (Beige),All-Wheel Drive,Good Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Navigation System · Alloy Wheels · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=400949585/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/11/13/17/2016_mazda_cx-5-pic-4880016599349467581-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Mazda_CX_5_Touring_JM3KE2CY4G0853316_MB-227.jpg,2016 Mazda CX-5 Touring,2016,Mazda,CX-5,JM3KE2CY4G0853316,10499,124300 mi,Used,,Touring,MB-227,184 hp 2.5L I4,6-Speed Automatic,SUV / Crossover,Gasoline,,,,Blue,,2024-11-14 18:08:39,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=400949585/NONE/DEFAULT,0,,29 MPG,Brown (Beige),Front-Wheel Drive,Good Deal,25,New arrival
CG-241000,Statewide Auto Sales,8322201859,Sport Package · Leather Seats · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399129699/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/13/00/43/2011_lexus_rx-pic-2681731448462634144-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2011_Lexus_RX_350_FWD_2T2ZK1BA9BC055578_MB-229.jpg,2011 Lexus RX 350 FWD,2011,Lexus,RX,2T2ZK1BA9BC055578,11999,146362 mi,Used,,350 FWD,MB-229,275 hp 3.5L V6,6-Speed Automatic Overdrive,SUV / Crossover,Gasoline,,,,White,,2024-11-14 18:08:51,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399129699/NONE/DEFAULT,0,,N/A,Brown (Beige),Front-Wheel Drive,Fair Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Sunroof/Moonroof · Navigation System · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=396172889/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/15/00/46/2019_ford_fiesta-pic-561961997814450119-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_Ford_Fiesta_SE_FWD_3FADP4BJ7KM122709_MB-198.jpg,2019 Ford Fiesta SE FWD,2019,Ford,Fiesta,3FADP4BJ7KM122709,10499,39243 mi,Used,,SE FWD,MB-198,120 hp 1.6L I4,6-Speed Automatic,Sedan,Gasoline,,,,Silver,,2024-11-14 18:09:01,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=396172889/NONE/DEFAULT,0,,N/A,Black,Front-Wheel Drive,Great Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Backup Camera · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=385344424/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/05/06/11/22/2014_ford_fusion_hybrid-pic-4744796927020524797-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Ford_Fusion_Hybrid_SE_FWD_3FA6P0LU7ER376826_MB-091.jpg,2014 Ford Fusion Hybrid SE FWD,2014,Ford,Fusion Hybrid,3FA6P0LU7ER376826,7999,127115 mi,Used,,SE FWD,MB-091,2L I4 Hybrid,Continuously Variable Transmission,Sedan,Hybrid,,,,Gray,,2024-11-14 18:09:11,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=385344424/NONE/DEFAULT,0,,43 MPG,Black,Front-Wheel Drive,Good Deal,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Navigation System · Adaptive Cruise Control · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=400484892/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/06/14/40/2018_toyota_camry-pic-2698873315170826393-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2018_Toyota_Camry_SE_4T1B11HK6JU158110_MB-224.jpg,2018 Toyota Camry SE,2018,Toyota,Camry,4T1B11HK6JU158110,15999,63850 mi,Used,,SE,MB-224,2.5L I4,8-Speed Automatic,Sedan,Gasoline,,,,Silver,,2024-11-14 18:09:23,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=400484892/NONE/DEFAULT,0,,33 MPG,Black,Front-Wheel Drive,No Rating,25,New arrival
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=401181856/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/14/00/40/2018_nissan_sentra-pic-2552357433408513515-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2018_Nissan_Sentra_SV_FWD_3N1AB7AP3JL618696_MB-209.jpg,2018 Nissan Sentra SV FWD,2018,Nissan,Sentra,3N1AB7AP3JL618696,10999,41990 mi,Used,,SV FWD,MB-209,124 hp 1.8L I4,Continuously Variable Transmission,Sedan,Gasoline,,,,White,,2024-11-14 18:09:35,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=401181856/NONE/DEFAULT,0,,33 MPG,Black,Front-Wheel Drive,No Rating,25,New arrival
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398226882/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/10/02/44/2013_toyota_camry-pic-3722780817964331473-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2013_Toyota_Camry_SE_4T1BF1FK7DU259360_MB-195.jpg,2013 Toyota Camry SE,2013,Toyota,Camry,4T1BF1FK7DU259360,8499,122130 mi,Used,,SE,MB-195,178 hp 2.5L I4,6-Speed Automatic,Sedan,Gasoline,,,,Black,,2024-11-14 18:09:45,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398226882/NONE/DEFAULT,0,,30 MPG,Black,Front-Wheel Drive,No Rating,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Navigation System · Alloy Wheels · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399837833/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/29/12/37/2017_chevrolet_cruze-pic-1309209171162103893-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_Chevrolet_Cruze_LT_Sedan_FWD_1G1BE5SM4H7230711_MB-214.jpg,2017 Chevrolet Cruze LT Sedan FWD,2017,Chevrolet,Cruze,1G1BE5SM4H7230711,7799,110520 mi,Used,,LT Sedan FWD,MB-214,153 hp 1.4L I4,6-Speed Automatic,Sedan,Gasoline,,,,Gray,,2024-11-14 18:09:54,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399837833/NONE/DEFAULT,0,,35 MPG,Black,Front-Wheel Drive,No Rating,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399863086/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/30/00/27/2017_toyota_camry-pic-3425891873098314585-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_Toyota_Camry_SE_4T1BF1FK1HU723376_MB-223.jpg,2017 Toyota Camry SE,2017,Toyota,Camry,4T1BF1FK1HU723376,12499,92535 mi,Used,,SE,MB-223,178 hp 2.5L I4,6-Speed Automatic,Sedan,Gasoline,,,,White,,2024-11-14 18:10:04,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=399863086/NONE/DEFAULT,0,,28 MPG,Black,Front-Wheel Drive,No Rating,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Navigation System · Alloy Wheels · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=394194737/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/08/24/18/04/2016_chevrolet_malibu-pic-8920181787547929210-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Chevrolet_Malibu_1LT_FWD_1G1ZE5STXGF280250_MB-171.jpg,2016 Chevrolet Malibu 1LT FWD,2016,Chevrolet,Malibu,1G1ZE5STXGF280250,8999,95250 mi,Used,,1LT FWD,MB-171,160 hp 1.5L I4,6-Speed Automatic,Sedan,Gasoline,,,,White,,2024-11-14 18:10:14,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=394194737/NONE/DEFAULT,0,,32 MPG,Gray,Front-Wheel Drive,No Rating,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Navigation System · Alloy Wheels · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398226881/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/10/01/03/2016_chevrolet_cruze-pic-5359922271182627426-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Chevrolet_Cruze_Limited_1LT_FWD_1G1PE5SB0G7157713_MB-216.jpg,2016 Chevrolet Cruze Limited 1LT FWD,2016,Chevrolet,Cruze,1G1PE5SB0G7157713,6999,120500 mi,Used,,Limited 1LT FWD,MB-216,138 hp 1.4L I4,6-Speed Automatic Overdrive,Sedan,Gasoline,,,,White,,2024-11-14 18:10:24,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=398226881/NONE/DEFAULT,0,,31 MPG,Black,Front-Wheel Drive,No Rating,25,N/A
CG-241000,Statewide Auto Sales,8322201859,Alloy Wheels · Bluetooth · & more,"5346 Darling St
Houston, TX 77007 Map & directions
Sales: (832) 220-1859",Houston,TX,,77007,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=401181857/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/14/02/29/2020_nissan_versa-pic-7200940088551627688-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2010_Ford_Edge_SEL_3N1CN8EV4LL839726_MB-194.jpg,2010 Ford Edge SEL,2020,Nissan,Versa,3N1CN8EV4LL839726,5199,132092 mi,Used,,SV FWD,MB-194,122 hp 1.6L I4,Continuously Variable Transmission,Sedan,Gasoline,,,,White,,2024-11-14 18:10:43,1,https://www.cargurus.com/Cars/m-Statewide-Auto-Sales-sp453340#listing=401181857/NONE/DEFAULT,0,,N/A,Black,Front-Wheel Drive,Good Deal,25,New arrival
