Dealer ID,Dealer Name,Phone,Address,City,State,Custom Address,Dealer Iframe Map,Zip Code,About Dealer,Dealer Image,Radius,Rating,Review Count,Invnetory Link
D-24770120,Maxwell Ford,N/A,5000 South IH-35,Austin,TX,"Austin, TX",N/A,78745,Very responsive and helpful!,https://static.cargurus.com/images/site/2020/01/10/16/11/maxwell_ford-pic-8292171418163036141-200x200.jpeg,5 mi,3.9,35,https://www.cargurus.com/Cars/m-Maxwell-Ford-sp342670
D-24770121,South Point Dodge Chrysler Jeep,N/A,5210 IH-35 South,Austin,TX,"Austin, TX",N/A,78745,Good,https://static.cargurus.com/images/site/2021/02/04/14/05/south_point_dodge_chrysler_jeep-pic-14514466122524619357-200x200.jpeg,5 mi,5.0,3,https://www.cargurus.com/Cars/m-South-Point-Dodge-Chrysler-Jeep-sp302499
D-24770122,Kia of South Austin,N/A,5306 Hwy 35 S,Austin,TX,"Austin, TX",N/A,78745,fast response time,https://static.cargurus.com/images/site/2020/01/10/16/41/kia_of_south_austin-pic-8111795558701619892-200x200.jpeg,5 mi,4.2,10,https://www.cargurus.com/Cars/m-Kia-of-South-Austin-sp68022
D-24770123,BMW of South Austin,N/A,"5501 S I H 35,  SVRD NB",Austin,TX,"Austin, TX",N/A,78744,Great customer service!,https://static.cargurus.com/images/site/2018/06/21/13/21/bmw_of_south_austin-pic-3888545717999028661-200x200.jpeg,5 mi,5.0,10,https://www.cargurus.com/Cars/m-BMW-of-South-Austin-sp411035
D-24770124,Mercedes-Benz of Austin,N/A,6757 Airport Blvd,Austin,TX,"Austin, TX",N/A,78752,Great service,https://static.cargurus.com/images/site/2019/09/09/15/10/mercedes-benz_of_austin-pic-7517586999372126842-200x200.jpeg,5 mi,4.3,20,https://www.cargurus.com/Cars/m-Mercedes-Benz-of-Austin-sp272596
D-24770125,West Auto Sales,N/A,5401 South Congress Avenue,Austin,TX,"Austin, TX",N/A,78745,"Great communication, and very quick response.",https://static.cargurus.com/images/site/2021/03/11/16/00/west_auto_sales-pic-16263735601084231610-200x200.jpeg,5 mi,5.0,4,https://www.cargurus.com/Cars/m-West-Auto-Sales-sp386008
D-24770126,Volvo Cars of Austin,N/A,7216 N Interstate Hwy 35,Austin,TX,"Austin, TX",N/A,78752,"Aaron Leal was a great help and worked with me to get the vehicle I wanted. I would not hesitate to recommend 
him to anyone.",https://static.cargurus.com/images/site/2022/01/20/18/10/volvo_cars_of_austin-pic-8329852299662088746-200x200.jpeg,5 mi,5.0,3,https://www.cargurus.com/Cars/m-Volvo-Cars-of-Austin-sp231338
D-24770127,Lotus Auto Sale,N/A,1524 E Anderson Ln,Austin,TX,"Austin, TX",N/A,78752,"Amazing people 
Clean cars highly recommended",https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,5 mi,4.0,4,https://www.cargurus.com/Cars/m-Lotus-Auto-Sale-sp445446
D-24770128,Porsche South Austin,N/A,6001 S I-35 Frontage Rd,Austin,TX,"Austin, TX",N/A,78744,Dealer responded to email and called promptly Attempted to set up a test drive,https://static.cargurus.com/images/site/2022/01/14/13/51/porsche_south_austin-pic-8228163025366347459-200x200.jpeg,5 mi,4.1,7,https://www.cargurus.com/Cars/m-Porsche-South-Austin-sp444734
D-24770129,Capitol Chevrolet,N/A,6200 S I H 35,Austin,TX,"Austin, TX",N/A,78745,"I spoke with the Internet sales manager, Stephen Pratt, and arranged a test drive at a certain time 
and on a certain date. Contacted him before went and he said he would have someone ready to 
work with me to take the test drive. I made sure to give him the Vin number of the vehicle I was 
interested in and wanted to test drive. I showed up and spent an hour with a salesman who could 
never find the vehicle on the lot. After an hour I left the dealership. Thank goodness there's other 
dealers in the Austin area.",https://static.cargurus.com/images/site/2024/03/22/13/55/capitol_chevrolet-pic-4327190217145008095-200x200.jpeg,5 mi,3.3,17,https://www.cargurus.com/Cars/m-Capitol-Chevrolet-sp245190
D-24770130,Twin Motors LLC,N/A,6217 South Congress,Austin,TX,"Austin, TX",N/A,78745,No reviews available,No image,6 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Twin-Motors-LLC-sp339222
