Dealer ID,Dealer Name,Dealer Number,Dealer Comment,Dealer Address,Dealer City,Dealer State,dealer Iframe Map,Zip Code,Detail URL,Image From URL,Local Image URL,Title,Year,Make,Model,Vin,Price,Miles,Type,Model No,Trim,Stock,Engine Details,Transmission,Body Description,Fuel,Drive Info,MPG City,MPG Highway,Exterior Color,Star,Created Date,Batch No,Dealer Link,Monthly Pay,In Market,MPG,Interior Color,Drivetrain,Status,Dealer Inventory Count
CG-241000,Lings Auto Corp,2107967446,Alloy Wheels,"1510 Hoefgen Ave
San Antonio, TX 78210 Map & directions
Sales: (210) 796-7446",San Antonio,TX,,78210,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=383052302/NONE/DEFAULT,Image not found,uploads/single_image/2013_Ford_Fusion_SE_3FA6P0HR8DR360671_360671.jpg,2013 Ford Fusion SE,2013,Ford,Fusion,3FA6P0HR8DR360671,7500,121852 mi,Used,,SE,360671,1.6L I4,6-Speed Automatic,Sedan,Gasoline,,,,N/A,,2024-10-29 15:51:20,1,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=383052302/NONE/DEFAULT,159,,29 MPG,N/A,Front-Wheel Drive,Good Deal,16,N/A
CG-241000,Lings Auto Corp,2107967446,Alloy Wheels,"1510 Hoefgen Ave
San Antonio, TX 78210 Map & directions
Sales: (210) 796-7446",San Antonio,TX,,78210,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=399365494/NONE/DEFAULT,Image not found,uploads/single_image/2012_Ford_Focus_SE_Hatchback_1FAHP3K26CL455667_455667.jpg,2012 Ford Focus SE Hatchback,2012,Ford,Focus,1FAHP3K26CL455667,4650,165775 mi,Used,,SE Hatchback,455667,160 hp 2L I4,6-Speed Automatic,Hatchback,Gasoline,,,,N/A,,2024-10-29 15:51:30,1,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=399365494/NONE/DEFAULT,99,,N/A,N/A,Front-Wheel Drive,Fair Deal,16,New arrival
CG-241000,Lings Auto Corp,2107967446,Alloy Wheels · Bluetooth,"1510 Hoefgen Ave
San Antonio, TX 78210 Map & directions
Sales: (210) 796-7446",San Antonio,TX,,78210,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=383719466/NONE/DEFAULT,Image not found,uploads/single_image/2010_Volvo_XC60_T6_AWD_YV4992DZ0A2020138_020138.jpg,2010 Volvo XC60 T6 AWD,2010,Volvo,XC60,YV4992DZ0A2020138,5295,141852 mi,Used,,T6 AWD,020138,281 hp 3L I6,6-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:51:39,1,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=383719466/NONE/DEFAULT,112,,18 MPG,N/A,All-Wheel Drive,Good Deal,16,N/A
CG-241000,Lings Auto Corp,2107967446,Sunroof/Moonroof · Alloy Wheels · & more,"1510 Hoefgen Ave
San Antonio, TX 78210 Map & directions
Sales: (210) 796-7446",San Antonio,TX,,78210,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=399365495/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/24/01/00/2016_honda_odyssey-pic-4780405097713208669-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Honda_Odyssey_EX_L_FWD_5FNRL5H62GB095676_095676.jpg,2016 Honda Odyssey EX-L FWD,2016,Honda,Odyssey,5FNRL5H62GB095676,13395,142525 mi,Used,,EX-L FWD,095676,248 hp 3.5L V6,6-Speed Automatic,Minivan,Gasoline,,,,N/A,,2024-10-29 15:51:52,1,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=399365495/NONE/DEFAULT,284,,23 MPG,N/A,Front-Wheel Drive,Fair Deal,16,New arrival
CG-241000,Lings Auto Corp,2107967446,Steel Wheels · Bluetooth · & more,"1510 Hoefgen Ave
San Antonio, TX 78210 Map & directions
Sales: (210) 796-7446",San Antonio,TX,,78210,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=390302320/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/08/30/08/17/2014_volkswagen_jetta-pic-5398719341172331640-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Volkswagen_Jetta_SE_3VWD07AJ9EM327337_327337.jpg,2014 Volkswagen Jetta SE,2014,Volkswagen,Jetta,3VWD07AJ9EM327337,8450,102950 mi,Used,,SE,327337,170 hp 1.8L I4,6-Speed Automatic,Sedan,Gasoline,,,,N/A,,2024-10-29 15:52:05,1,https://www.cargurus.com/Cars/m-Lings-Auto-Corp-sp409157#listing=390302320/NONE/DEFAULT,179,,30 MPG,N/A,Front-Wheel Drive,Good Deal,16,N/A
CG-241000,First Class Motors,8444750578,Navigation System · Alloy Wheels · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398524889/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/01/35/2017_bmw_x3-pic-6021036218409399334-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_BMW_X3_xDrive28i_AWD_5UXWX9C54H0T11099_366.jpg,2017 BMW X3 xDrive28i AWD,2017,BMW,X3,5UXWX9C54H0T11099,13995,73971 mi,Used,,xDrive28i AWD,366,240 hp 2L I4,8-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:53:26,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398524889/NONE/DEFAULT,296,,24 MPG,N/A,All-Wheel Drive,Great Deal,17,"Start online, finalize with the dealer"
CG-241000,First Class Motors,8444750578,Leather Seats · Sunroof/Moonroof · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582874/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/01/00/2017_infiniti_qx80-pic-6888541775511075816-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_INFINITI_QX80_RWD_JN8AZ2NF6H9645797_373.jpg,2017 INFINITI QX80 RWD,2017,INFINITI,QX80,JN8AZ2NF6H9645797,13995,140233 mi,Used,,RWD,373,400 hp 5.6L V8,7-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:53:36,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582874/NONE/DEFAULT,296,,17 MPG,N/A,Rear-Wheel Drive,Great Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Leather Seats · Sunroof/Moonroof · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582875/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/01/35/2016_honda_pilot-pic-6686280596948650297-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Honda_Pilot_Touring_5FNYF5H90GB047896_668.jpg,2016 Honda Pilot Touring,2016,Honda,Pilot,5FNYF5H90GB047896,15995,113169 mi,Used,,Touring,668,280 hp 3.5L V6,9-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:53:46,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582875/NONE/DEFAULT,339,,23 MPG,N/A,Front-Wheel Drive,Great Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Adaptive Cruise Control · Steel Wheels · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398769550/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/08/27/2019_toyota_c-hr-pic-5721242004374429705-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_Toyota_C_HR_LE_NMTKHMBX7KR098879_364.jpg,2019 Toyota C-HR LE,2019,Toyota,C-HR,NMTKHMBX7KR098879,15995,78926 mi,Used,,LE,364,144 hp 2L I4,Continuously Variable Transmission,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:53:56,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398769550/NONE/DEFAULT,330,,29 MPG,N/A,Front-Wheel Drive,Great Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Leather Seats · Navigation System · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582872/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/05/16/2015_chevrolet_silverado_1500-pic-3718724911873383023-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_Chevrolet_Silverado_1500_LTZ_Crew_Cab_RWD_3GCPCSEC3FG171561_372.jpg,2015 Chevrolet Silverado 1500 LTZ Crew Cab RWD,2015,Chevrolet,Silverado 1500,3GCPCSEC3FG171561,16950,147271 mi,Used,,LTZ Crew Cab RWD,372,355 hp 5.3L V8,6-Speed Automatic Overdrive,Pickup Truck,Gasoline,,,,N/A,,2024-10-29 15:54:06,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582872/NONE/DEFAULT,359,,19 MPG,N/A,4X2,Great Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Leather Seats · Navigation System · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398868766/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/06/18/2015_gmc_yukon-pic-1097047817818762127-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_GMC_Yukon_SLT_1GKS1BKC2FR568803_368.jpg,2015 GMC Yukon SLT,2015,GMC,Yukon,1GKS1BKC2FR568803,16995,140852 mi,Used,,SLT,368,355 hp 5.3L V8 Flex Fuel Vehicle,6-Speed Automatic Overdrive,SUV / Crossover,Flex Fuel Vehicle,,,,N/A,,2024-10-29 15:54:16,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=398868766/NONE/DEFAULT,360,,19 MPG,N/A,4X2,Good Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Sunroof/Moonroof · Alloy Wheels · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582877/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/00/23/2015_bmw_3_series-pic-8126429123165513222-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_BMW_3_Series_328i_xDrive_Sedan_AWD_WBA3B3C59FJ983504_345.jpg,2015 BMW 3 Series 328i xDrive Sedan AWD,2015,BMW,3 Series,WBA3B3C59FJ983504,9500,120451 mi,Used,,328i xDrive Sedan AWD,345,240 hp 2L I4,8-Speed Automatic,Sedan,Gasoline,,,,N/A,,2024-10-29 15:54:30,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582877/NONE/DEFAULT,201,,27 MPG,N/A,All-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Adaptive Cruise Control · Bluetooth · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582876/NONE/DEFAULT,Image not found,uploads/single_image/2018_Toyota_Corolla_LE_5YFBURHEXJP851330_367.jpg,2018 Toyota Corolla LE,2018,Toyota,Corolla,5YFBURHEXJP851330,11795,114636 mi,Used,,LE,367,132 hp 1.8L I4,Continuously Variable Transmission,Sedan,Gasoline,,,,N/A,,2024-10-29 15:54:51,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=399582876/NONE/DEFAULT,250,,31 MPG,N/A,Front-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer · New arrival"
CG-241000,First Class Motors,8444750578,Sunroof/Moonroof · Alloy Wheels,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=393385023/NONE/DEFAULT,Image not found,uploads/single_image/2007_Honda_CR_V_EX_L_FWD_JHLRE38747C052884_300.jpg,2007 Honda CR-V EX-L FWD,2007,Honda,CR-V,JHLRE38747C052884,5500,184202 mi,Used,,EX-L FWD,300,166 hp 2.4L I4,Automatic,SUV / Crossover,Gasoline,,,,Black,,2024-10-29 15:55:12,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=393385023/NONE/DEFAULT,117,,23 MPG,Gold,Front-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer"
CG-241000,First Class Motors,8444750578,Alloy Wheels · Bluetooth · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=397354335/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/03/04/2014_hyundai_tucson-pic-463810842203572133-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Hyundai_Tucson_SE_FWD_KM8JU3AGXEU822032_361.jpg,2014 Hyundai Tucson SE FWD,2014,Hyundai,Tucson,KM8JU3AGXEU822032,8985,119000 mi,Used,,SE FWD,361,182 hp 2.4L I4,6-Speed Automatic Overdrive,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:55:24,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=397354335/NONE/DEFAULT,190,,N/A,N/A,Front-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer"
CG-241000,First Class Motors,8444750578,Leather Seats · Sunroof/Moonroof · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=394549359/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/03/45/2018_mercedes-benz_gle-pic-8760034417822595891-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2018_Mercedes_Benz_GLE_350_4JGDA5JB2JB148633_375.jpg,2018 Mercedes-Benz GLE 350,2018,Mercedes-Benz,GLE,4JGDA5JB2JB148633,18595,90939 mi,Used,,350,375,302 hp 3.5L V6,7-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:55:47,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=394549359/NONE/DEFAULT,394,,20 MPG,N/A,Rear-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer"
CG-241000,First Class Motors,8444750578,Adaptive Cruise Control · Alloy Wheels · & more,"1311 N Gevers St
San Antonio, TX 78202 Map & directions
https://www.firstclassmotorsusa.com
Sales: (844) 475-0578",San Antonio,TX,,78202,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=397179325/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/26/07/07/2021_volkswagen_tiguan-pic-1086028005171577358-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2021_Volkswagen_Tiguan_SE_FWD_3VV3B7AX4MM115023_371.jpg,2021 Volkswagen Tiguan SE FWD,2021,Volkswagen,Tiguan,3VV3B7AX4MM115023,16995,79674 mi,Used,,SE FWD,371,184 hp 2L I4,8-Speed Automatic,SUV / Crossover,Gasoline,,,,N/A,,2024-10-29 15:56:00,1,https://www.cargurus.com/Cars/m-First-Class-Motors-sp456417#listing=397179325/NONE/DEFAULT,342,,26 MPG,N/A,Front-Wheel Drive,Good Deal,17,"Start online, finalize with the dealer"
