Dealer ID,Dealer Name,Phone,Address,City,State,Custom Address,Dealer Iframe Map,Zip Code,About Dealer,Dealer Image,Radius,Rating,Review Count,Invnetory Link
D-24787032,CarMax Austin South,N/A,4400 South Interstate 35 Frontage Road,Austin,TX,"Austin, TX",N/A,78745,No reviews available,https://static1.cargurus.com/gfx/dealersnearme/dealer_logo_placeholder.png,4 mi,N/A,N/A,https://www.cargurus.com/Cars/m-CarMax-Austin-South-sp278326
D-24787033,Leif Johnson Ford Central,N/A,501 E Koenig Ln,Austin,TX,"Austin, TX",N/A,78751,Very professional,https://static.cargurus.com/images/site/2019/03/02/11/26/leif_johnson_ford_central-pic-2813239900645498675-200x200.jpeg,4 mi,4.5,11,https://www.cargurus.com/Cars/m-Leif-Johnson-Ford-Central-sp58119
D-24787034,Mazda South,N/A,4506 S I H 35,Austin,TX,"Austin, TX",N/A,78745,Good follow up on,https://static.cargurus.com/images/site/2020/04/15/12/00/mazda_south-pic-6128209378727135432-200x200.jpeg,4 mi,5.0,13,https://www.cargurus.com/Cars/m-Mazda-South-sp271640
D-24787035,South Point Hyundai,N/A,4610 Ih-35 S,Austin,TX,"Austin, TX",N/A,78745,I would not recommend this dealership. Someone contacted me and said the car I was interested was there and ready. I submitted my application within minutes for them to only text me to say they sold the car would I like something else. How unprofessional. Look somewhere else!,https://static.cargurus.com/images/site/2015/04/29/12/22/south_point_hyundai-pic-2548145938988278860-200x200.jpeg,4 mi,4.1,12,https://www.cargurus.com/Cars/m-South-Point-Hyundai-sp53640
D-24787036,Texas Central Motors,N/A,5419 N. Lamar,Austin,TX,"Austin, TX",N/A,78751,Nice,https://static.cargurus.com/images/site/2017/05/17/14/54/texas_central_motors-pic-5035610483406048395-200x200.jpeg,4 mi,5.0,1,https://www.cargurus.com/Cars/m-Texas-Central-Motors-sp284768
D-24787037,Audi South Austin,N/A,4738 S Interstate 35 Frontage Rd,Austin,TX,"Austin, TX",N/A,78745,"Very helpful, knowledgeable and accommodating",https://static.cargurus.com/images/site/2015/06/27/12/27/audi_south_austin-pic-8051384435493377797-1600x1200.jpeg,4 mi,4.2,4,https://www.cargurus.com/Cars/m-Audi-South-Austin-sp363200
D-24787038,Sterling Acura Of Austin,N/A,4801 I-35,Austin,TX,"Austin, TX",N/A,78744,No reviews available,No image,4 mi,N/A,N/A,https://www.cargurus.com/Cars/m-Sterling-Acura-Of-Austin-sp59774
D-24787039,AutoNation Toyota South Austin,N/A,4800 Ih-35 South,Austin,TX,"Austin, TX",N/A,78745,Fast service and Oscar our salesperson was really professional and helpful,https://static.cargurus.com/images/site/2019/05/22/10/28/autonation_toyota_south_austin-pic-3124002641270726536-1600x1200.jpeg,4 mi,4.1,13,https://www.cargurus.com/Cars/m-AutoNation-Toyota-South-Austin-sp54809
D-24787040,City Limits Nissan,N/A,4914 South Interstate 35 Frontage Road,Austin,TX,"Austin, TX",N/A,78745,"Overall great experience. Online purchasing and delivery was great. 
Vehicle came as described.",https://static.cargurus.com/images/site/2024/05/07/08/53/city_limits_nissan-pic-3861902037622830227-200x200.jpeg,5 mi,4.5,2,https://www.cargurus.com/Cars/m-City-Limits-Nissan-sp349657
D-24787041,Maxwell Ford,N/A,5000 South IH-35,Austin,TX,"Austin, TX",N/A,78745,"We had a very limited experience with them, but they conducted themselves in a professional manner. We decided to go with a different make of car... This decision had nothing to do with the dealership.",https://static.cargurus.com/images/site/2020/01/10/16/11/maxwell_ford-pic-8292171418163036141-200x200.jpeg,5 mi,3.9,35,https://www.cargurus.com/Cars/m-Maxwell-Ford-sp342670
D-24787042,South Point Dodge Chrysler Jeep,N/A,5210 IH-35 South,Austin,TX,"Austin, TX",N/A,78745,"Very nice guy, and experience! Although I was getting spammed messages, plus calls. 4/5 stars!",https://static.cargurus.com/images/site/2021/02/04/14/05/south_point_dodge_chrysler_jeep-pic-14514466122524619357-200x200.jpeg,5 mi,4.8,4,https://www.cargurus.com/Cars/m-South-Point-Dodge-Chrysler-Jeep-sp302499
D-24787043,Kia of South Austin,N/A,5306 Hwy 35 S,Austin,TX,"Austin, TX",N/A,78745,fast response time,https://static.cargurus.com/images/site/2020/01/10/16/41/kia_of_south_austin-pic-8111795558701619892-200x200.jpeg,5 mi,4.2,10,https://www.cargurus.com/Cars/m-Kia-of-South-Austin-sp68022
D-24787044,BMW of South Austin,N/A,"5501 S I H 35,  SVRD NB",Austin,TX,"Austin, TX",N/A,78744,Great customer service!,https://static.cargurus.com/images/site/2018/06/21/13/21/bmw_of_south_austin-pic-3888545717999028661-200x200.jpeg,5 mi,5.0,9,https://www.cargurus.com/Cars/m-BMW-of-South-Austin-sp411035
D-24787045,Mercedes-Benz of Austin,N/A,6757 Airport Blvd,Austin,TX,"Austin, TX",N/A,78752,Great service,https://static.cargurus.com/images/site/2019/09/09/15/10/mercedes-benz_of_austin-pic-7517586999372126842-200x200.jpeg,5 mi,4.3,20,https://www.cargurus.com/Cars/m-Mercedes-Benz-of-Austin-sp272596
D-24787046,West Auto Sales,N/A,5401 South Congress Avenue,Austin,TX,"Austin, TX",N/A,78745,"Great communication, and very quick response.",https://static.cargurus.com/images/site/2021/03/11/16/00/west_auto_sales-pic-16263735601084231610-200x200.jpeg,5 mi,5.0,4,https://www.cargurus.com/Cars/m-West-Auto-Sales-sp386008
