Dealer ID,Dealer Name,Dealer Number,Dealer Comment,Dealer Address,Dealer City,Dealer State,dealer Iframe Map,Zip Code,Detail URL,Image From URL,Local Image URL,Title,Year,Make,Model,Vin,Price,Miles,Type,Model No,Trim,Stock,Engine Details,Transmission,Body Description,Fuel,Drive Info,MPG City,MPG Highway,Exterior Color,Star,Created Date,Batch No,Dealer Link,Monthly Pay,In Market,MPG,Interior Color,Drivetrain,Status,Dealer Inventory Count
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400456271/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/06/00/35/2012_mercedes-benz_e-class-pic-5599521147374464461-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2012_Mercedes_Benz_E_Class_WDDHF5KB0CA564586_10211.jpg,2012 Mercedes-Benz E-Class,2012,Mercedes-Benz,E-Class,WDDHF5KB0CA564586,8995,123126 ,Used,,N/A,10211,302 hp 3.5L V6,Automatic,Sedan,Gasoline,,,,Black,,2024-11-16 20:03:20,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400456271/NONE/DEFAULT,0,,N/A,Black,N/A,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=398311452/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/10/19/35/2016_land_rover_range_rover_sport-pic-138597685280111685-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Land_Rover_Range_Rover_Sport_V8_Supercharged_4WD_SALWR2EF5GA119510_10205.jpg,2016 Land Rover Range Rover Sport V8 Supercharged 4WD,2016,Land Rover,Range Rover Sport,SALWR2EF5GA119510,18995,104000 ,Used,,V8 Supercharged 4WD,10205,510 hp 5L V8,Automatic,SUV / Crossover,Gasoline,,,,Black,,2024-11-16 20:03:35,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=398311452/NONE/DEFAULT,0,,16 MPG,Black,AWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=399396357/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/05/23/32/2016_bmw_3_series-pic-6818174517227413422-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_BMW_3_Series_320i_Sedan_RWD_WBA8A9C54GK618610_10212.jpg,2016 BMW 3 Series 320i Sedan RWD,2016,BMW,3 Series,WBA8A9C54GK618610,10995,90588 ,Used,,320i Sedan RWD,10212,180 hp 2L I4,Automatic,Sedan,Gasoline,,,,Blue,,2024-11-16 20:03:51,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=399396357/NONE/DEFAULT,0,,29 MPG,Black,RWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Steel Wheels,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400694288/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/09/12/11/2015_jeep_wrangler-pic-1047995701083362790-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_Jeep_Wrangler_Unlimited_Sport_4WD_1C4BJWDG6FL509484_10215.jpg,2015 Jeep Wrangler Unlimited Sport 4WD,2015,Jeep,Wrangler,1C4BJWDG6FL509484,15995,94094 ,Used,,Unlimited Sport 4WD,10215,285 hp 3.6L V6,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:06,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400694288/NONE/DEFAULT,0,,18 MPG,Black,4WD,Great Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392670772/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/18/23/25/2016_audi_q5-pic-6614399653149313130-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Audi_Q5_3.0T_quattro_Premium_Plus_AWD_WA1D7AFP6GA055185_10193.jpg,2016 Audi Q5 3.0T quattro Premium Plus AWD,2016,Audi,Q5,WA1D7AFP6GA055185,16995,72645 ,Used,,3.0T quattro Premium Plus AWD,10193,272 hp 3L V6,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:22,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=392670772/NONE/DEFAULT,0,,22 MPG,Black,AWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=377592675/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/03/02/12/02/2014_mercedes-benz_gl-class-pic-2376220434819622333-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2014_Mercedes_Benz_GL_Class_GL_450_4MATIC_4JGDF7CE4EA319687_10142.jpg,2014 Mercedes-Benz GL-Class GL 450 4MATIC,2014,Mercedes-Benz,GL-Class,4JGDF7CE4EA319687,13995,104303 ,Used,,GL 450 4MATIC,10142,362 hp 4.7L V8,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:04:38,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=377592675/NONE/DEFAULT,0,,16 MPG,Brown (BEIGE),AWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=386137959/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/05/16/03/00/2016_bmw_7_series-pic-1469314717951557026-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_BMW_7_Series_740i_RWD_WBA7E2C5XGG504069_10165.jpg,2016 BMW 7 Series 740i RWD,2016,BMW,7 Series,WBA7E2C5XGG504069,20495,86657 ,Used,,740i RWD,10165,320 hp 3L I6,Automatic,Sedan,Gasoline,,,,Blue,,2024-11-16 20:04:54,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=386137959/NONE/DEFAULT,0,,25 MPG,Brown,RWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=401245470/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/14/17/20/2017_bmw_x1-pic-1109803697370440897-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_BMW_X1_xDrive28i_AWD_WBXHT3C39H5F81603_10195.jpg,2017 BMW X1 xDrive28i AWD,2017,BMW,X1,WBXHT3C39H5F81603,14495,84031 ,Used,,xDrive28i AWD,10195,228 hp 2L I4,Automatic,SUV / Crossover,Gasoline,,,,Gray,,2024-11-16 20:05:09,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=401245470/NONE/DEFAULT,0,,26 MPG,Black,AWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Navigation System · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396909183/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/14/13/21/2017_bmw_x5-pic-7189542093985809289-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2017_BMW_X5_sDrive35i_RWD_5UXKR2C54H0U18671_10208.jpg,2017 BMW X5 sDrive35i RWD,2017,BMW,X5,5UXKR2C54H0U18671,16995,104493 ,Used,,sDrive35i RWD,10208,300 hp 3L I6,Automatic,SUV / Crossover,Gasoline,,,,White,,2024-11-16 20:05:24,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=396909183/NONE/DEFAULT,0,,21 MPG,Black,RWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400482230/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/07/14/56/2019_audi_q7-pic-7458917008872584448-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_Audi_Q7_55_TFSI_quattro_Prestige_AWD_WA1VABF74KD038419_10213.jpg,2019 Audi Q7 55 TFSI quattro Prestige AWD,2019,Audi,Q7,WA1VABF74KD038419,19995,103115 ,Used,,55 TFSI quattro Prestige AWD,10213,329 hp 3L V6,Automatic,SUV / Crossover,Gasoline,,,,Silver,,2024-11-16 20:05:39,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=400482230/NONE/DEFAULT,0,,22 MPG,Black,AWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=395828342/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/11/15/11/2015_audi_q5-pic-3890185830215370635-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2015_Audi_Q5_3.0T_quattro_Premium_Plus_AWD_WA1DGAFP5FA094896_10198.jpg,2015 Audi Q5 3.0T quattro Premium Plus AWD,2015,Audi,Q5,WA1DGAFP5FA094896,11995,115911 ,Used,,3.0T quattro Premium Plus AWD,10198,272 hp 3L V6,Automatic,SUV / Crossover,Gasoline,,,,Blue,,2024-11-16 20:05:53,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=395828342/NONE/DEFAULT,0,,22 MPG,Black,AWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Adaptive Cruise Control · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=394570117/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/10/14/13/22/2019_toyota_highlander-pic-4744196822841004200-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_Toyota_Highlander_LE_FWD_5TDZARFH7KS053347_10207.jpg,2019 Toyota Highlander LE FWD,2019,Toyota,Highlander,5TDZARFH7KS053347,19495,135148 ,Used,,LE FWD,10207,295 hp 3.5L V6,Automatic,SUV / Crossover,Gasoline,,,,Red (MAROON),,2024-11-16 20:06:08,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=394570117/NONE/DEFAULT,0,,24 MPG,Black,FWD,Fair Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Sunroof/Moonroof · Alloy Wheels · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=397020742/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/09/25/20/13/2016_mercedes-benz_gle-pic-9152371366942458239-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2016_Mercedes_Benz_GLE_350_4JGDA5JB0GA727571_10202.jpg,2016 Mercedes-Benz GLE 350,2016,Mercedes-Benz,GLE,4JGDA5JB0GA727571,13995,117104 ,Used,,350,10202,302 hp 3.5L V6,Automatic,SUV / Crossover,Gasoline,,,,Gray,,2024-11-16 20:06:23,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=397020742/NONE/DEFAULT,0,,21 MPG,Black,RWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770552,Auto Drive,8325585897,Leather Seats · Sunroof/Moonroof · & more,"1015 Antoine Dr
Houston, TX 77055 Map & directions
https://www.eliteautodrivetx.com
Sales: (832) 558-5897",Houston,TX,,77055,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390510874/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/07/11/00/07/2019_infiniti_qx80-pic-2572423058536543526-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2019_INFINITI_QX80_Luxe_RWD_JN8AZ2NF1K9685695_10180.jpg,2019 INFINITI QX80 Luxe RWD,2019,INFINITI,QX80,JN8AZ2NF1K9685695,20495,113892 ,Used,,Luxe RWD,10180,400 hp 5.6L V8,Automatic,SUV / Crossover,Gasoline,,,,Black,,2024-11-16 20:06:38,10,https://www.cargurus.com/Cars/m-Auto-Drive-sp448563#listing=390510874/NONE/DEFAULT,0,,17 MPG,Black,RWD,Good Deal,23,29.7947373,-95.496222,Houston
CG-770273,Mercedes,8323915229,Sunroof/Moonroof · Navigation System · & more,"We make it easy - we'll buy your car with a check that you
can deposit
the same day, our pre-owned vehicles come with a 5-day
return policy* and we'll
even sanitize your vehicle so you can buy and service
safely. Now that's
easy. Schedule an appointment today!

*Money-Back Guarantee is valid for 5 days or 250 miles,
whichever
comes first. See store for complete guarantee, warranty
and service contract
details.
3900 Southwest Freeway
Houston, TX 77027 Map & directions
https://www.autonation.com
Sales: (832) 391-5229 Service: (866) 316-7434",Houston,TX,,77027,https://www.cargurus.com/Cars/m-Mercedes-Benz-of-Houston-Greenway-sp278176#listing=392838331/NONE/DEFAULT,https://static.cargurus.com/images/forsale/2024/11/12/21/44/2023_mercedes-benz_eqe-pic-9190784945068228059-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,uploads/single_image/2023_Mercedes_Benz_EQE_350+_RWD_W1KEG2BB4PF033494_PF033494.jpg,2023 Mercedes-Benz EQE 350+ RWD,2023,Mercedes-Benz,EQE,W1KEG2BB4PF033494,42678,17006 ,preowned certified,,350+ RWD,PF033494,Electric,N/A,Sedan,Electric,,,,Black,,2024-11-16 20:07:29,10,https://www.cargurus.com/Cars/m-Mercedes-Benz-of-Houston-Greenway-sp278176#listing=392838331/NONE/DEFAULT,0,,N/A,Black,RWD,Fair Deal,Benz of Houston Greenway,29.7413248,-95.4497272,Houston
